id,text,split
1463244973004898309,pagnagkafree time talaga ako magrerewatch ako vincenzo,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
1463244947545485318,haha walang gising talaga,"[0.0, 0.75, 0.25]"
1463244945699926018,deseeerve mo ang mundo ang galing galing talaga so fucking proud of youuuuu,"[0.3076923076923077, 0.46153846153846156, 0.23076923076923078]"
1463244932613763073,kilig talaga ko kila caitlyn and vi hihi cupcake,"[0.3333333333333333, 0.4444444444444444, 0.2222222222222222]"
1463244891882852354,ung mental q sobra sira na talaga smskskskkskdkskskd like e2 kinakatakutan ko talaga na mangyare saken siguro kase eto magiging first break up q tas masaket pala tlga whahaha lalo na minahal q ng 22o si ian ahsjjajajakakakakalslslslslsslqllqqllqlalaawhahhhaa pls help mi,"[0.21951219512195122, 0.3902439024390244, 0.3902439024390244]"
1463244884790239234,istg i m gonna cry talaga huhuhu aaaaaaaaaawwwww,"[0.5, 0.125, 0.375]"
1463244867316826113,taena talaga joshtin,"[0.0, 0.3333333333333333, 0.6666666666666666]"
1463244854155448322,samedt feelsssss huhuhuhuhu best year talaga nung 2018 huhuhuhuhu,"[0.2222222222222222, 0.2222222222222222, 0.5555555555555556]"
1463244799767564288,parang anghel naman kung matulog tong isa kala mo talaga inosente hmp,"[0.0, 0.75, 0.25]"
1463244758743093250,hindi pa rin talaga ako ready noh,"[0.14285714285714285, 0.5714285714285714, 0.2857142857142857]"
1463244741760348161,sobrang talented talaga ni iu gt,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
1463244707404734469,omg i feel guilty talaga,"[0.6, 0.2, 0.2]"
1463244669245353985,dito talaga ako iiyak,"[0.0, 0.75, 0.25]"
1463244661175496705,ramdam q na talaga ang pasko lamig,"[0.14285714285714285, 0.7142857142857143, 0.14285714285714285]"
1463244658981543939,sge mag kalat ka tulog naman tl mo hahahshshshshshhaha gago ang gwapo talaga,"[0.07692307692307693, 0.6153846153846154, 0.3076923076923077]"
1463244644842545152,hala nag change talaga sya hahahahahahaahha yey triplets na tayo,"[0.3, 0.4, 0.3]"
1463244635933839361,d ako talaga pwede magtagal sa pinas pag uwi q dahil mamimiss ko ung manok ng cfa sana kasing sarap pa din ung hotshots sa kfc nung 2015 kahit 75 breading un huhu,"[0.12121212121212122, 0.48484848484848486, 0.3939393939393939]"
1463244630472810496,shet talaga nasa maling bansa talaga ko e,"[0.125, 0.625, 0.25]"
1463244617101590530,sya nlang talaga hinihintay na ma nominate laki ng pera ng pbb pag ganyan,"[0.07142857142857142, 0.6428571428571429, 0.2857142857142857]"
1463244599481147393,improving nako sa axie konting diskarte pa talaga,"[0.125, 0.375, 0.5]"
1463244596402528258,napaka naman talaga,"[0.0, 1.0, 0.0]"
1463244587804233730,mahal na mahal mo talaga ako no,"[0.14285714285714285, 0.7142857142857143, 0.14285714285714285]"
1463244557575856128,cutie talaga,"[0.5, 0.5, 0.0]"
1463244548545474565,true pota scary talaga pag gising ko ambilis ng tibok ng puso ko kaka cobra ko to hahahaa char,"[0.2631578947368421, 0.631578947368421, 0.10526315789473684]"
1463244538030399490,ayoko na talaga maginom aa,"[0.0, 0.6, 0.4]"
1463244528807137280,iba pa din talaga pag manual dinadrive shshaha,"[0.125, 0.375, 0.5]"
1463244498281005058,galeng talaga sumayaw ni minghads girl crush vibes owo,"[0.3333333333333333, 0.4444444444444444, 0.2222222222222222]"
1463244486448857088,dahil ba sa dn nya tapos un ko hhaahahahahaha akala din ng iba iisa lang kami ni sunny pero hindi talaga,"[0.047619047619047616, 0.7142857142857143, 0.23809523809523808]"
1463244476025999365,two hours pa lang ba talaga sa work,"[0.375, 0.5, 0.125]"
1463244471790075907,need this kind of confidence hahaha iba talaga tong friend ko,"[0.5454545454545454, 0.2727272727272727, 0.18181818181818182]"
1463244407738535937,na whatever that i m about to do you ll know na magkakamali ako and it makes me ask my myself kung mali ba talaga yung pinapasok ko,"[0.5357142857142857, 0.32142857142857145, 0.14285714285714285]"
1463244401795166214,huy last na talaga to vv last na swear ayoko na,"[0.36363636363636365, 0.36363636363636365, 0.2727272727272727]"
1463244398125142016,di talaga uso sa kanya ang joke noh rold when,"[0.2, 0.5, 0.2]"
1463244383067598849,sabi ko sa inyo eh walang pasok sa thursday lakas talaga ng pangamoy ko kapag walang pasok nyarm,"[0.05555555555555555, 0.8888888888888888, 0.05555555555555555]"
1463244369796861952,boss are you reading emails why aren t you replying on my dms are you in the gc why won t you answer our calls me ayoko po talaga kasing pumasok gusto ko na lang maging palamunin sa bahay,"[0.5641025641025641, 0.28205128205128205, 0.15384615384615385]"
1463244353342607363,grabeeeeeee huhuhu paurong talaga tumanda,"[0.0, 0.6, 0.4]"
1463244347873193987,pero sila talaga tunay na mag jowa kabit ka lang char,"[0.18181818181818182, 0.7272727272727273, 0.09090909090909091]"
1463244334480773123,mag aaral talaga ako sa law subject ko na mamaya potangina gagoh pabagsak na akoh,"[0.2, 0.6, 0.2]"
1463244299357745152,pota anong oras na iyak padin talaga,"[0.0, 0.7142857142857143, 0.2857142857142857]"
1463244235877265408,talagang talaga,"[0.0, 1.0, 0.0]"
1463244234366939140,magigising ka na lang talaga sa ingay bwisit tong allen na to,"[0.08333333333333333, 0.5833333333333334, 0.3333333333333333]"
1463244205958959106,iba din talaga to,"[0.25, 0.5, 0.25]"
1463244183540740096,malinaw na saatin nanmalabo talaga tayo,"[0.0, 1.0, 0.0]"
1463244147427479557,ang nasabi ko na lang talaga ay true ba binili ko ung naka top loader dko alam ganon pala ung makukuha ko sa inorder ko hahahahahahaa hay baka naman trade sa wd ni yk hahahaa,"[0.14285714285714285, 0.6285714285714286, 0.22857142857142856]"
1463244138413838339,buti nalang talaga bumaba na ang bp ni nanay susko,"[0.0, 0.8, 0.2]"
1463244136308297728,criselda alvarez nakaka bakla ka talaga,"[0.0, 0.8333333333333334, 0.16666666666666666]"
1463244108768579584,not really walang kwenta talaga us music awards in the 70s lol,"[0.5833333333333334, 0.16666666666666666, 0.25]"
1463244103643119616,sa salitang priority kita mo na talaga,"[0.14285714285714285, 0.7142857142857143, 0.14285714285714285]"
1463244103349678082,grabe these trolls are really paid 60k a month to spread shit like they are paid para magpaka tanga hahahhah hirap na talaga kumita ngayon,"[0.56, 0.32, 0.12]"
1463244082453438475,ang hina talaga ng ntc natin yan lang ang kayang gawin wala man lang explanation from telcos kung paano biglang nag spike ang mga spam messages na ganito,"[0.21428571428571427, 0.6071428571428571, 0.17857142857142858]"
1463244063881273359,magalit kayo kung sinadya namin pero sinadya ba talaga namin,"[0.0, 0.9, 0.1]"
1463244058923470855,ty lord da best ka talaga,"[0.3333333333333333, 0.5, 0.16666666666666666]"
1463244058571132931,tbh ang ganda ng condition ng boses nya sa concert na to super super stable i cannot mami no one comes close talaga,"[0.5217391304347826, 0.391304347826087, 0.08695652173913043]"
1463244008923090947,true masakit talaga sa bulsa ang monthly medication at hindi uunahin ang luho dahil mas priority ko ang aking mama lavarn lang sa mga mabubuting anak,"[0.15384615384615385, 0.5769230769230769, 0.2692307692307692]"
1463243996596158469,uu pero minsan ginagamit ko parin iphone ko kasi buhay pa naman pero lapit na talaga sha mag give up,"[0.15, 0.6, 0.25]"
1463243985225322500,ayaw ko na talaga magenroll next sem plez,"[0.125, 0.5, 0.375]"
1463243979701436418,for me i think i deserve dis ticket kase po i m really trying my best para pagsabayin yung studies at the same time pagffangirling ko sa esbi mahirap pero kaya gt and gusto kopo kase talaga makapanood ng ourzone concert,"[0.4634146341463415, 0.2926829268292683, 0.24390243902439024]"
1463243940564398081,nanganganib na talaga buhay ko,"[0.0, 1.0, 0.0]"
1463243937196376072,to be honest kinikilig ako sa interactions nila pero since alam ko naman na naset na yung boundary wala ng malisya sa akin kulitan nila and if nakilala talaga nila si anji they would know na normal anji yun tingnan nyo nga sarili niyo sa salamin bago kayo sumatsat,"[0.22448979591836735, 0.5510204081632653, 0.22448979591836735]"
1463243933824086020,lakas ng tama netong jeje neto daming naiisip amp si aaron talaga may kasalanan non e,"[0.1875, 0.4375, 0.375]"
1463243913544671233,teh gusto ko na talga mag drawing antayiiin ko lang talaga matapos tong november,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
1463243900575903744,taena di ko kase talaga kaya mawalan ng pake kase sobra mahal ko si ian pero sobra na ko nahihirapan talaga like wala na kk magawa di ko rin kaya makipag break pero sobra ko nasisira raynao,"[0.05405405405405406, 0.5945945945945946, 0.2972972972972973]"
1463243883438084098,may posibilidad ba talaga na mainlove ka genuine sa isang taong nakakausap mo lang online kahit hindi pa kayo nagkikita in god i fell inlove with a man who i never picked him as my boyfriend and i regretted it i fell inlove with a man who i neve,"[0.5306122448979592, 0.24489795918367346, 0.22448979591836735]"
1463243851619917826,my october month is full of blessings like god is so good talaga huhu,"[0.7857142857142857, 0.07142857142857142, 0.14285714285714285]"
1463243846167711745,yeah super respectful si kd at gentle akala lang seguro talaga ng ilang adult hms e para k anji at kd yung boundary issue,"[0.3333333333333333, 0.2916666666666667, 0.375]"
1463243844464439298,yung nagpa rt lang talaga sya ng pawsitive influencer tapos ako,"[0.09090909090909091, 0.6363636363636364, 0.2727272727272727]"
1463243826839973893,eto talaga yon hahahahahaga tayo,"[0.2, 0.6, 0.2]"
1463243780555829251,iba talaga pag best friends kahit ilang buwan walang usap o taon na walang kitaan iba pa din bonding,"[0.15789473684210525, 0.631578947368421, 0.21052631578947367]"
1463243760603521026,paking shet na babe cringe talaga hahahhahhhaahhaha,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]"
1463243755851550720,buti talaga may rant acc,"[0.2, 0.4, 0.4]"
1463243755272564736,watch until the end kween ka talaga halsey eh,"[0.5555555555555556, 0.2222222222222222, 0.2222222222222222]"
1463243748088086528,bobo ka talaga wala ka alam,"[0.0, 1.0, 0.0]"
1463243734233927683,awit talaga tong grammy nato,"[0.0, 0.4, 0.6]"
1463243718040113152,hirap talaga matulog pag alam mong di okay par haha,"[0.2, 0.6, 0.1]"
1463243702634115073,ang hirap kumanta habang narampa triny ko gaya gaya kasi ako kay mareng taeyeon teh di ko kaya hingal na hingal na ako kya lodicakes ko talaga si mami,"[0.0, 0.7241379310344828, 0.2413793103448276]"
1463243620870328321,okaaaaay tapos na akong manuod ng the princess switch 3 tas pota sa kanilang dalawa naman ako kinilig ngayon hahahahaha nakakarelax talaga tong movie na to simula pa tps1 huhu,"[0.16666666666666666, 0.43333333333333335, 0.4]"
1463243614352396288,ang ganda mo talaga tanginaaa,"[0.0, 0.6, 0.4]"
1463243531359866888,gumamit lang ng idol character pero sila talaga yon ginawang fem para pasok sa fantasy tapos imamatch sa edad nila yuck krazy y n,"[0.3333333333333333, 0.5416666666666666, 0.125]"
1463243447817498631,oh talaga so mas magaling pa kayo sa nbi at pdea wow hahahahah lol di niyo lang tanggap na talo kayo e,"[0.18181818181818182, 0.3181818181818182, 0.45454545454545453]"
1463243434366357504,oo stalker ako saka subtweet talaga yan sayo,"[0.125, 0.5, 0.375]"
1463243412858028032,fudge na hu hook na ako talaga sa bts unti unti na akong nagiiging army,"[0.13333333333333333, 0.5333333333333333, 0.3333333333333333]"
1463243405635760128,sarap magka ate talaga,"[0.0, 0.75, 0.25]"
1463243344423927814,wala na talaga pagka amor ko kay kyle doneee,"[0.0, 0.7777777777777778, 0.2222222222222222]"
1463243331916337153,bat ganon sobrang saya ng mga bata kanina pero tangina diko talaga kayang sumabay sa saya habang malungkot ako,"[0.0, 0.7368421052631579, 0.2631578947368421]"
1463243261879877636,hahahaha puta sakit talaga ng ulo ko,"[0.0, 0.8571428571428571, 0.14285714285714285]"
1463243241944276995,reaver better padin lods pero yung karambit talaga,"[0.125, 0.5, 0.375]"
1463243225838206976,georgie wtf hahahahahahahaha very friendly talaga aa,"[0.2857142857142857, 0.14285714285714285, 0.5714285714285714]"
1463243199590264832,wala talaga akong ambag sa theories nyo mga bhi3 kaya keep up nalang ako hehez,"[0.2, 0.6, 0.2]"
1463243192577376256,kakatuleggg talaga mag solve pag madaling araw as in hahahahahaha,"[0.4, 0.4, 0.2]"
1463243178035662850,gusto ko talaga siya kausapin,"[0.0, 0.8, 0.2]"
1463243165528330244,ayoko na talaga haha,"[0.0, 0.5, 0.5]"
1463243147845472256,sobrang blessed ko talaga na meron akong super bait na tl and love na love ako,"[0.3125, 0.375, 0.3125]"
1463243117176393729,manonood nalang ako kahit late nung kelly show inaantok na talaga ako,"[0.16666666666666666, 0.6666666666666666, 0.16666666666666666]"
1463243113032404994,kinikilig talaga ko buong araw hahaha,"[0.0, 0.5, 0.5]"
1463243091008057347,ang walang kwenta talaga ng mga live tweets ko hahaha,"[0.2, 0.6, 0.2]"
1463243082015514628,tutulog na ako di na talaga maganda yung inggit na naffeel ko ngayon ikakadeds ko na talaga jshdsjhdje chz wanhap,"[0.0, 0.7, 0.25]"
1463243077557137408,ilang taon man piliin mong wag umuwi mapapaisip ka talaga minsan deserve ko ba talaga na hanggang ngyon eh hindi mo parin napipili ung sarili pra sumaya s kung anong meron ka ngyon,"[0.12121212121212122, 0.6060606060606061, 0.2727272727272727]"
1463243067889426432,not to be insensitive or what but there are nights talaga where i wonder what kind of aus pa kaya yung magagawa ni miss 99misfits if hindi siya nag deactivate coz yk fallacy s the first and only au of her that i ve read and i learned alot talaga i just hope she s doing good,"[0.7017543859649122, 0.14035087719298245, 0.15789473684210525]"
1463243057118121985,si lng talaga may karapatan na mang utos,"[0.0, 0.625, 0.375]"
1463243041699872770,gago halata mong pinapanood ko lang talaga sila nung nilampaso sila ng jpn,"[0.0, 0.9230769230769231, 0.07692307692307693]"
1463243034779217921,matutulog na talaga ako srs,"[0.0, 0.6, 0.4]"
1463243028659728384,sa inggit lang talaga ako mamamatay,"[0.0, 1.0, 0.0]"
1463243024503173120,halos nagsidatingan na yung mga parcels ko pero yung isang hinihintay ko talaga hanggang ngayon wala pa,"[0.058823529411764705, 0.7058823529411765, 0.23529411764705882]"
1463243017288966145,kukulit nyo nalang talaga e hahahahhaa,"[0.16666666666666666, 0.6666666666666666, 0.16666666666666666]"
1463243007000399876,puon talaga kan nagka gusto ako duman sa barkada ko na to garo gabos na kalandian o kakiragan ko nawara hahahaha nag bago talaga ako para maging better na tao para maabot standard kaso dai kita gusto nyeta pano ako kani ma landi nin iba kung dai na ako tatao mag landi,"[0.09615384615384616, 0.5769230769230769, 0.3269230769230769]"
1463242981960343552,pumunta lang talaga kami sa okada para mag kape,"[0.1111111111111111, 0.7777777777777778, 0.1111111111111111]"
1463242968413126656,grabe talaga everyone s fighting battles,"[0.6666666666666666, 0.3333333333333333, 0.0]"
1463242931679072258,kaurat talaga mga obob na qe,"[0.0, 0.5, 0.5]"
1463242925681233920,gravityy na talaga to guys,"[0.4, 0.4, 0.2]"
1463242918551244800,magjowa ba talaga tong dalawa hahahahah,"[0.0, 0.5, 0.5]"
1463242898149838854,huhu kambal talaga sila sana more interaction soon,"[0.375, 0.5, 0.125]"
1463242847386177536,tbh i m not expecting for a record of the year nom kasi di naman talaga lagi sya about the sales charts and not expecting for a soty too kasi it s an award for the song writers at more of for commercial yung pagkasulat sa butter pero no best pop vocal album nom for be,"[0.6964285714285714, 0.16071428571428573, 0.125]"
1463242842671751173,grabe ang lala ayoko na ulit sumakit puso ko hahahahahhahaah nakakainis baka di na talaga pwede kaya ganto hahahahahaahaa eh how ba kasi tanggapin tf kayo,"[0.07692307692307693, 0.6153846153846154, 0.2692307692307692]"
1463242830663413762,pag di pa talaga ako nagising di ko na talaga alam,"[0.0, 0.6363636363636364, 0.18181818181818182]"
1463242796069187584,baka maging ia na ulet ako dito since simula na talaga ng 2nd quarter kailangan ng magseryoso,"[0.11764705882352941, 0.6470588235294118, 0.23529411764705882]"
1463242785880887296,kaya ba galit na galit sila kapag may minemention na wag boboto sa mga magnanakaw kahit di naman sinabi kung sino dahil deep down alam nilang totoo yon na magnanakaw talaga ang sinusuportahan nila funny,"[0.14285714285714285, 0.7428571428571429, 0.08571428571428572]"
1463242756629823490,sila lang naman talaga sa bahay ni kuya na nagkakaintindi without judgement they built a foundation friendship already before pbb because squad plus mates sila and co management star magic oa ang mga hms i ve seen worst na mga teen hms sa pbb,"[0.4772727272727273, 0.3409090909090909, 0.18181818181818182]"
1463242752271925250,kagigil ka ha iniinis mo talaga ako,"[0.14285714285714285, 0.5714285714285714, 0.2857142857142857]"
1463242726330146820,bait talaga jilian lt,"[0.0, 0.25, 0.75]"
1463242682734579713,expected ko naman na may ganitong mangyayari talaga,"[0.125, 0.625, 0.25]"
1463242658680246274,duda talaga ako sa au na ituu pero ang gende,"[0.0, 0.7, 0.3]"
1463242651054968835,tanginaaaa hahahahahhahahah ewan pero tangina talaga natatawa ko sayo kel hahahahhaha,"[0.0, 0.36363636363636365, 0.6363636363636364]"
1463242649838632960,di q na maalala ano yung meaning ng toby moo,"[0.3, 0.5, 0.1]"
1463242644713140224,ay we talaga ba,"[0.25, 0.75, 0.0]"
1463242624270143496,mine jay scylla na pala hindi na interested mine na talaga yes po mine 100 sure can payo lesgo,"[0.42105263157894735, 0.42105263157894735, 0.15789473684210525]"
1463242591869497346,okay antok na talaga ako hindi na keri,"[0.125, 0.75, 0.125]"
1463242586382995460,ako lang ba o miss ko lang talaga si winwin kase bhe bakit medj kamukha btw pogi mo po,"[0.0, 0.47368421052631576, 0.5263157894736842]"
1463242491025498117,kinilig ako nung nag introduce ako sa batch namin tas fun fact ko a tin ako ito yung chinat ng batchmates ko huhu face of ppop na talaga kayo,"[0.3103448275862069, 0.4827586206896552, 0.20689655172413793]"
1463242472776093697,eto na talaga beh dalian mo na,"[0.0, 0.7142857142857143, 0.2857142857142857]"
1463242443264966660,talaga pag tatanga tanga gaya ni leni,"[0.0, 1.0, 0.0]"
1463242441817948161,oo sis jwu e hahahahahhahaha dina talaga nagbago si,"[0.2222222222222222, 0.4444444444444444, 0.3333333333333333]"
1463242420015878144,abuso trapo talaga,"[0.0, 1.0, 0.0]"
1463242417797169153,kapag talaga una mong inistan nawalan na ng member sanay kana eh jsjskskaksha tatlo ba naman agad sa exo hehehehehe,"[0.1, 0.65, 0.25]"
1463242413686681601,fave colors ko talaga red white at black eh perooo mas superior talaga saken ang red,"[0.5, 0.25, 0.25]"
1463242390693560322,di ko na shur kung bohai pa ba talaga ako,"[0.0, 0.6, 0.3]"
1463242384972476416,as much as possible ayaw ko na talaga sa mga toxic na nangingialam sa ibang tao pero bakit lumalapit sakin,"[0.2, 0.65, 0.15]"
1463242375371714565,pinapatigil na talaga ako mag pack ng universe,"[0.375, 0.625, 0.0]"
1463242373979262979,potangina nakaka sakit sa ulo ung theories at concept ng nct sad naman ganda lang talaga ambag ko dito,"[0.15789473684210525, 0.6842105263157895, 0.15789473684210525]"
1463242362042339331,talaga ba pinarinig ba nila sa isa t isa ibig sabihin mas malakas sila sa mga damuho na yan bbs anji,"[0.047619047619047616, 0.7142857142857143, 0.23809523809523808]"
1463242349362892805,laki ng galit sakin ayaw talaga aq panalunin haha,"[0.0, 0.5555555555555556, 0.4444444444444444]"
1463242324629069825,uno ang alam ko dika talaga natutulog tiktik kaba,"[0.0, 1.0, 0.0]"
1463242314411773952,hindi talaga natin malalaman kung kailan tayo nawawala sa mundo makashock na balita inna lillahi wa inna lillahi rajion,"[0.0, 0.7368421052631579, 0.2631578947368421]"
1463242282086191105,the worriness felt so real talaga and at the same time i was so flirtatious daw hahaha nilalandi ko yung guy cops which happened to be a pinoy too tsaka yung isang lalaking pumasok sa cr nag cr muna kasi yung guy cop tapos sinama ako sa loob hahaha,"[0.4489795918367347, 0.3469387755102041, 0.20408163265306123]"
1463242198447955968,mahirap talaga magkamali minsan ba kasi yun palaging matatandaan,"[0.0, 0.7777777777777778, 0.2222222222222222]"
1463242197185142785,hahahahahahahahaha taena minsan tamad talaga ako mag reply pag asa mood ako tsaka lang ako mag rereply hahaha but anw thank you i appreciate your kind words for me lt lt 3 love lots,"[0.47058823529411764, 0.2647058823529412, 0.2647058823529412]"
1463242178344648704,machi tyempuhan mo talaga ung driver na hihinto sa bawat kanto kahit wala namang pasahero,"[0.06666666666666667, 0.6, 0.3333333333333333]"
1463242176264036362,every exam talaga nasisira schedule ko tang ina kaseng timezone yan,"[0.45454545454545453, 0.2727272727272727, 0.2727272727272727]"
1463242060115316740,seryoso na goodnight na talaga,"[0.2, 0.8, 0.0]"
1463242026246234112,pangarap ko talaga tumira mag isa no distractions,"[0.375, 0.625, 0.0]"
1463242025403400201,oh kyle 18 ka lang ba talaga bbs kyle,"[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
1463241996122746881,shutangina talaga hahahahaha,"[0.0, 0.3333333333333333, 0.6666666666666666]"
1463241990464684036,sobrang kapikon kung hindi lang talaga gustong gusto ni yoongi yung award eh wala na talaga kong pake sa mga pakshet na to,"[0.13043478260869565, 0.6086956521739131, 0.2608695652173913]"
1463241986526179328,best advice ka talaga quin,"[0.6, 0.4, 0.0]"
1463241942259560449,palakasan nalang ng loob talaga hahaha,"[0.0, 0.8333333333333334, 0.16666666666666666]"
1463241907039920130,pag nasa antipolo talaga oh di na natutulog,"[0.125, 0.75, 0.0]"
1463241883371520002,nice it s so good to hear that can t wait na lang talaga sa debut nila,"[0.7058823529411765, 0.29411764705882354, 0.0]"
1463241875742068737,sana okay lang talaga,"[0.25, 0.75, 0.0]"
1463241864560009218,lastt matutulog na talaga ako,"[0.0, 0.6, 0.4]"
1463241861020086272,kapuyatan talaga to si ate inez haha baka naman pwede maka first win dyan,"[0.21428571428571427, 0.35714285714285715, 0.42857142857142855]"
1463241808293421057,i knowwww i know fuckf wala kasi akong personal paypal plzz ang hirap talaga pag walang card i ll try convincing my dad,"[0.43478260869565216, 0.30434782608695654, 0.2608695652173913]"
1463241796796882944,ang funny talaga kiligin ni won,"[0.3333333333333333, 0.6666666666666666, 0.0]"
1463241794234191872,hahah makahibionn talaga,"[0.0, 0.3333333333333333, 0.6666666666666666]"
1463241789280702470,morning ghorl talaga,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
1463241771203239939,aaaaaaa claim ko na talaga si rei,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
1463241765683617807,yung mga past days si eian yung nagtanong kung genuine ba yung feelings then sinabihan nila na si a was like that to gain supporters tapos brenda said that nahihirapan si e kasi mahal siya ng babae ano ba talaga e ikaw ang may kasalanan ng lahat masyadong pa fall,"[0.32, 0.44, 0.22]"
1463241743646674945,ganda lang talaga jsjwkwkekd eme,"[0.0, 0.6, 0.4]"
1463241708682944515,lason talaga yan si nat,"[0.0, 0.4, 0.6]"
1463241645747359745,comment thank you sa update sir busy talaga si ute sa mga babae sa buhay niya,"[0.375, 0.5, 0.125]"
1463241635039375361,for now tumagal sakin ng 2 days ang isang pod may tira pa a bit pricey but hindi na ko nagcecrave ng yosi for now sana magtuloy tuloy talaga wahahahahaha,"[0.36666666666666664, 0.43333333333333335, 0.2]"
1463241633831346177,eto nanaman ako nagdesisyon bumily ng relx di talaga tumalab sakin ang geekvape dalawang device na hahahahaha saglit ko lang ginamit tapos tambak na sana this time matuloy tuloy ko na hanggang bumaba ng bumaba at mahinto ako,"[0.07894736842105263, 0.7105263157894737, 0.18421052631578946]"
1463241623354048513,hapdi talaga sa mata kapag kulang ka sa tulog,"[0.0, 1.0, 0.0]"
1463241590969757696,nakakagulat ka naman authornim wala pa kong tulog kakabasa ng nito hahahahaha pero ayurn nga uhm parang si jeongwoo yung ano manly instead of haruto if you get what i mean hahahaha pero i don t know pooo sino ba talaga sa dalawa btw naaaliw ako sa story mo po hihihi,"[0.2549019607843137, 0.47058823529411764, 0.2549019607843137]"
1463241576860340234,the worst ever edition talaga tong seasons n ito dahil anjan c tender juicy,"[0.6428571428571429, 0.21428571428571427, 0.14285714285714285]"
1463241576121917440,taena mo ka talaga rj may sa malas ka ngayong gabi hanggang madaling araw ba naman kung nag solo que siguro ko baka naipamythic ko na hahahaha lansilog gods,"[0.06896551724137931, 0.5862068965517241, 0.3448275862068966]"
1463241562389811201,mas gusto ko parin talaga yung binibirocha haahahahahaha,"[0.0, 0.5, 0.5]"
1463241543146369032,tataynibam softhours sakin grabe i love u talaga soaper,"[0.3333333333333333, 0.2222222222222222, 0.4444444444444444]"
1463241527333830657,hindi joke matutulog na talaga ako,"[0.16666666666666666, 0.6666666666666666, 0.16666666666666666]"
1463241458270363653,ha di ka naman talaga ata natutulog uno,"[0.125, 0.75, 0.0]"
1463241428109492224,he s talaga yon putsngns,"[0.6, 0.2, 0.2]"
1463241410358874112,ang hirap talaga pag nag antibiotic kailangan lagi may laman tyan,"[0.18181818181818182, 0.6363636363636364, 0.18181818181818182]"
1463241409503268867,hahahahaha basta biyaya kasi talaga yan pinalitan lang ni janpawlo ulit,"[0.0, 0.6363636363636364, 0.36363636363636365]"
1463241382903099400,socmed narrations supposedly one shot lang to pero natripan kong ituloy haha walang title vague plot and random scenarios hindi ko talaga alam saan papunta to and this is my first au so don t expect too much huhu basically this is a product of my impulsive ass,"[0.6458333333333334, 0.22916666666666666, 0.125]"
1463241344856780800,eto talaga pinakahinihintay ko salamat sa notice g agad,"[0.2222222222222222, 0.6666666666666666, 0.1111111111111111]"
1463241328587067393,hala thank u naman kung ganon kala ko wala na talaga so happy inuwian ka ni jungwon,"[0.23529411764705882, 0.6470588235294118, 0.11764705882352941]"
1463241312921030656,remember even bsb na lagi record breaker and sold out concerts before di naman nanalo kahit isa sa dami ng nimonations nila something is fishy talaga with grammys,"[0.4642857142857143, 0.35714285714285715, 0.14285714285714285]"
1463241308881838083,very nice naman pala sssm finally naman talaga yjm at lumabas ka rin naman talaga hehehe tutulog aq na masaya tonight hehehe,"[0.18181818181818182, 0.5454545454545454, 0.2727272727272727]"
1463241301806092294,alam mo chineck ko talaga clown din ako sama sama tayo,"[0.09090909090909091, 0.6363636363636364, 0.2727272727272727]"
1463241276438896642,apakafresh pa sakanya ung love yawit mamamatay talaga ung sisira ng meaning nun sakanya,"[0.21428571428571427, 0.42857142857142855, 0.35714285714285715]"
1463241276011139073,sama na naman ng pakiramdam kooo matutulog na sana ako kaso natetempt talaga ako mag 1 g sa wr hahahaha,"[0.15, 0.65, 0.2]"
1463241257250033665,to think na nasa europe ang top 5 happiest countries po ha hindi talaga basehan ang datos at rworld records in ensuring public safety lalo kung pasaway iyong public,"[0.4482758620689655, 0.3793103448275862, 0.1724137931034483]"
1463241203638362115,ekis ka talaga,"[0.0, 1.0, 0.0]"
1463241140182732807,ft malala talaga pag sahod time eh,"[0.42857142857142855, 0.5714285714285714, 0.0]"
1463241135803879426,oo sige friends na talaga tayo kaya makiki interact ako sa yo palagi haha see you around lodi,"[0.3333333333333333, 0.5, 0.16666666666666666]"
1463241107655987202,umagahan talaga,"[0.0, 1.0, 0.0]"
1463241090157273092,ayawq sa sched talaga ng wed pls,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
1463241076030926848,kung ako yan mababaliw talaga ako sa inis plssss lang,"[0.0, 0.7, 0.3]"
1463241059345965056,sobra ang kapal talaga ng mga to uggghhhh nanggigigil na naman ako sa kanilaaaa,"[0.07142857142857142, 0.7142857142857143, 0.21428571428571427]"
1463241057102024705,sanayan lang talaga,"[0.0, 1.0, 0.0]"
1463241034369048586,goin crazy talaga nag iisa lang at wlang katulad c organic beauty mabait at mapagmahal maalaga boycott gmaxtape,"[0.3333333333333333, 0.4444444444444444, 0.2222222222222222]"
1463241020896804869,kakapuyat sayo grammy tas yun lang nomination ng bts scammy ka talaga,"[0.08333333333333333, 0.3333333333333333, 0.5833333333333334]"
1463241006506151937,masama talaga ugali ko tanginamo mamatay kana sana,"[0.0, 0.875, 0.125]"
1463240997807083522,tf talaga,"[0.0, 0.5, 0.5]"
