id,split
1463185307700846592,"(0.0, 0.8571428571428571, 0.14285714285714285)"
1463185098552262656,"(0.14285714285714285, 0.35714285714285715, 0.5)"
1463185082110255104,"(0.14814814814814814, 0.7407407407407407, 0.1111111111111111)"
1463184996345155587,"(0.13333333333333333, 0.7333333333333333, 0.13333333333333333)"
1463184927864901644,"(0.8666666666666667, 0.0, 0.13333333333333333)"
1463184857043857411,"(0.0, 0.9, 0.1)"
1463184643813871626,"(0.3333333333333333, 0.6666666666666666, 0.0)"
1463184541833580547,"(0.23076923076923078, 0.5384615384615384, 0.23076923076923078)"
1463184365484224518,"(0.85, 0.0, 0.15)"
1463184314833588231,"(0.1875, 0.5625, 0.25)"
1463184049694937089,"(0.3170731707317073, 0.4878048780487805, 0.1951219512195122)"
1463183802348425216,"(0.0, 0.75, 0.25)"
1463183769427398664,"(0.2222222222222222, 0.6666666666666666, 0.1111111111111111)"
1463183373178863617,"(0.7407407407407407, 0.1111111111111111, 0.14814814814814814)"
1463183242857631745,"(0.34375, 0.46875, 0.1875)"
1463182688303550466,"(0.425, 0.4, 0.175)"
1463182613389053955,"(0.38461538461538464, 0.38461538461538464, 0.23076923076923078)"
1463182409638158340,"(0.25, 0.5, 0.25)"
1463182339198971907,"(0.15384615384615385, 0.5769230769230769, 0.2692307692307692)"
1463182269137371139,"(0.2, 0.4666666666666667, 0.3333333333333333)"
1463182262510313486,"(0.1111111111111111, 0.6666666666666666, 0.2222222222222222)"
1463182250158084099,"(0.2727272727272727, 0.5, 0.22727272727272727)"
1463182213747396612,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463182136396058624,"(0.7777777777777778, 0.2222222222222222, 0.0)"
1463181871018221579,"(0.29411764705882354, 0.5294117647058824, 0.17647058823529413)"
1463181471485673484,"(0.1875, 0.625, 0.1875)"
1463181457870897154,"(0.1111111111111111, 0.3333333333333333, 0.5555555555555556)"
1463181241977606146,"(0.4166666666666667, 0.3333333333333333, 0.20833333333333334)"
1463179870343630854,"(0.0, 0.8333333333333334, 0.16666666666666666)"
1463179580672397315,"(0.0, 1.0, 0.0)"
1463179474942398465,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)"
1463179093109706756,"(0.2, 0.8, 0.0)"
1463178839022919683,"(0.0, 0.3333333333333333, 0.6666666666666666)"
1463178747046088708,"(0.0, 1.0, 0.0)"
1463178597464621057,"(0.2413793103448276, 0.6896551724137931, 0.06896551724137931)"
1463177958965669891,"(0.42857142857142855, 0.42857142857142855, 0.14285714285714285)"
1463177933032345600,"(0.29411764705882354, 0.4117647058823529, 0.29411764705882354)"
1463177630035812355,"(0.16666666666666666, 0.4166666666666667, 0.4166666666666667)"
1463177574180286465,"(0.25925925925925924, 0.48148148148148145, 0.25925925925925924)"
1463177558841696257,"(0.2, 0.6, 0.1)"
1463177344412053505,"(0.2222222222222222, 0.2222222222222222, 0.5555555555555556)"
1463177249587347465,"(0.38636363636363635, 0.36363636363636365, 0.25)"
1463177208663584781,"(0.23529411764705882, 0.38235294117647056, 0.38235294117647056)"
1463177132318806019,"(0.17647058823529413, 0.4117647058823529, 0.4117647058823529)"
1463176991176212480,"(0.05, 0.75, 0.2)"
1463176922532175873,"(0.0, 1.0, 0.0)"
1463176858233544704,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463176839602520069,"(0.0784313725490196, 0.8431372549019608, 0.0784313725490196)"
1463176671222247425,"(0.4, 0.4, 0.2)"
1463176164365668352,"(0.10416666666666667, 0.6458333333333334, 0.22916666666666666)"
1463176104429113354,"(0.30952380952380953, 0.5476190476190477, 0.11904761904761904)"
1463175706884538369,"(0.2708333333333333, 0.5833333333333334, 0.14583333333333334)"
1463175657534410752,"(0.43478260869565216, 0.30434782608695654, 0.21739130434782608)"
1463175585816104967,"(0.21621621621621623, 0.5945945945945946, 0.1891891891891892)"
1463175479096225802,"(0.4, 0.6, 0.0)"
1463175267820658693,"(0.16666666666666666, 0.75, 0.08333333333333333)"
1463174845798170633,"(0.14285714285714285, 0.7857142857142857, 0.07142857142857142)"
1463174772548849664,"(0.15384615384615385, 0.6923076923076923, 0.15384615384615385)"
1463174733252468747,"(0.0, 0.8235294117647058, 0.17647058823529413)"
1463174561139154960,"(0.23076923076923078, 0.46153846153846156, 0.23076923076923078)"
1463174522761326602,"(0.1111111111111111, 0.3333333333333333, 0.5555555555555556)"
1463174441626746887,"(0.09302325581395349, 0.5813953488372093, 0.32558139534883723)"
1463174320688185353,"(0.19047619047619047, 0.5714285714285714, 0.23809523809523808)"
1463174162000891905,"(0.0, 0.75, 0.25)"
1463174147434065929,"(0.5555555555555556, 0.4444444444444444, 0.0)"
1463174140643393546,"(0.06666666666666667, 0.7333333333333333, 0.13333333333333333)"
1463173789823471619,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463173727898722312,"(0.0, 0.8333333333333334, 0.16666666666666666)"
1463173391712759826,"(0.0, 0.4, 0.6)"
1463173115396206601,"(0.1, 0.6, 0.3)"
1463173002267398149,"(0.11428571428571428, 0.3142857142857143, 0.5714285714285714)"
1463172965961502733,"(0.4166666666666667, 0.4166666666666667, 0.16666666666666666)"
1463172829021679638,"(0.1111111111111111, 0.5555555555555556, 0.3333333333333333)"
1463172762839789579,"(0.17647058823529413, 0.4117647058823529, 0.4117647058823529)"
1463172750609113103,"(0.375, 0.375, 0.25)"
1463172358638817281,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463172074986512396,"(0.0, 0.8333333333333334, 0.16666666666666666)"
1463171736011161616,"(0.06666666666666667, 0.6666666666666666, 0.26666666666666666)"
1463171638313246729,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463171522722414606,"(0.4074074074074074, 0.25925925925925924, 0.3333333333333333)"
1463171316408897545,"(0.34782608695652173, 0.43478260869565216, 0.21739130434782608)"
1463171276500090887,"(0.0, 0.6, 0.4)"
1463171275447226380,"(0.5135135135135135, 0.35135135135135137, 0.13513513513513514)"
1463171061260902419,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)"
1463171023046684689,"(0.2857142857142857, 0.2857142857142857, 0.42857142857142855)"
1463170852606943254,"(0.16129032258064516, 0.6129032258064516, 0.22580645161290322)"
1463170798768775178,"(0.5, 0.375, 0.125)"
1463170748017786893,"(0.7333333333333333, 0.13333333333333333, 0.13333333333333333)"
1463170717609078810,"(0.4, 0.4, 0.2)"
1463170523362480132,"(0.1, 0.6, 0.3)"
1463170508875259909,"(0.5416666666666666, 0.2916666666666667, 0.16666666666666666)"
1463170382786187273,"(0.0, 0.46153846153846156, 0.5384615384615384)"
1463170089830825996,"(0.0, 0.5833333333333334, 0.4166666666666667)"
1463169943764099080,"(0.05555555555555555, 0.6111111111111112, 0.3333333333333333)"
1463169845688741897,"(0.125, 0.5, 0.375)"
1463169813942050831,"(0.23076923076923078, 0.6153846153846154, 0.15384615384615385)"
1463169679871119380,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463169415529254912,"(0.0, 0.75, 0.25)"
1463169368255352836,"(0.9019607843137255, 0.0392156862745098, 0.058823529411764705)"
1463169262265241601,"(0.3, 0.5, 0.2)"
1463168994454773770,"(0.0, 1.0, 0.0)"
1463168979925618694,"(0.3333333333333333, 0.5333333333333333, 0.13333333333333333)"
1463168882194227211,"(0.15384615384615385, 0.6923076923076923, 0.15384615384615385)"
1463168759762411536,"(0.15, 0.55, 0.3)"
1463168630825406468,"(0.25, 0.625, 0.125)"
1463168579801604101,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463168459148341255,"(0.6326530612244898, 0.20408163265306123, 0.16326530612244897)"
1463168396263104514,"(0.041666666666666664, 0.7083333333333334, 0.25)"
1463168290935693324,"(0.4444444444444444, 0.4444444444444444, 0.1111111111111111)"
1463168247658864652,"(0.125, 0.625, 0.25)"
1463168180961095686,"(0.16666666666666666, 0.3333333333333333, 0.5)"
1463167647441465358,"(0.08333333333333333, 0.5, 0.4166666666666667)"
1463167641711951896,"(0.125, 0.375, 0.5)"
1463167450095230987,"(0.09090909090909091, 0.7272727272727273, 0.18181818181818182)"
1463167341383012359,"(0.1875, 0.6875, 0.125)"
1463167186541944836,"(0.45, 0.35, 0.2)"
1463167181169045513,"(0.10638297872340426, 0.7446808510638298, 0.14893617021276595)"
1463166836065849360,"(0.7037037037037037, 0.1111111111111111, 0.18518518518518517)"
1463166677533798402,"(0.0, 0.8, 0.2)"
1463166558944047116,"(0.48, 0.4, 0.08)"
1463166520528457728,"(0.0, 1.0, 0.0)"
1463166397136130069,"(0.0, 0.5882352941176471, 0.4117647058823529)"
1463166248456441857,"(0.14705882352941177, 0.5294117647058824, 0.3235294117647059)"
1463166194551341064,"(0.9523809523809523, 0.0, 0.047619047619047616)"
1463165646833954822,"(0.1875, 0.5833333333333334, 0.22916666666666666)"
1463165615728910345,"(0.3, 0.6, 0.1)"
1463165424913293315,"(0.21428571428571427, 0.2857142857142857, 0.5)"
1463165424577753107,"(0.2222222222222222, 0.3333333333333333, 0.4444444444444444)"
1463165334698004483,"(0.0, 0.25, 0.75)"
1463165279517786112,"(0.2, 0.4, 0.4)"
1463165242729545742,"(0.5151515151515151, 0.36363636363636365, 0.12121212121212122)"
1463165126824050688,"(0.2222222222222222, 0.5555555555555556, 0.2222222222222222)"
1463165035954515970,"(0.07142857142857142, 0.5714285714285714, 0.2857142857142857)"
1463165020725026830,"(0.2, 0.7, 0.05)"
1463164967683866632,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)"
1463164889392898070,"(0.23076923076923078, 0.46153846153846156, 0.3076923076923077)"
1463164527613288451,"(1.0, 0.0, 0.0)"
1463164500140564482,"(0.05555555555555555, 0.6666666666666666, 0.2222222222222222)"
1463164392158150677,"(0.3783783783783784, 0.3783783783783784, 0.21621621621621623)"
1463164322679599108,"(0.07692307692307693, 0.6923076923076923, 0.23076923076923078)"
1463164110535893001,"(0.0, 0.5555555555555556, 0.4444444444444444)"
1463164067598716934,"(0.9285714285714286, 0.0, 0.07142857142857142)"
1463163995909767175,"(0.2727272727272727, 0.36363636363636365, 0.36363636363636365)"
1463163974703370260,"(0.0, 0.2857142857142857, 0.7142857142857143)"
1463163924111577102,"(0.21212121212121213, 0.42424242424242425, 0.30303030303030304)"
1463163827692974099,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463163798320263172,"(0.8125, 0.0, 0.1875)"
1463163666094862354,"(0.16666666666666666, 0.5, 0.3333333333333333)"
1463163392898879489,"(0.9375, 0.0, 0.0625)"
1463163282135650309,"(0.0, 1.0, 0.0)"
1463163227152564243,"(0.0, 0.6363636363636364, 0.2727272727272727)"
1463162866966614036,"(0.2, 0.8, 0.0)"
1463162865322536960,"(0.0, 0.625, 0.375)"
1463162628931559434,"(0.07142857142857142, 0.42857142857142855, 0.35714285714285715)"
1463162487302414337,"(0.2, 0.3, 0.5)"
1463162449293627406,"(0.3333333333333333, 0.5, 0.16666666666666666)"
1463162406234902541,"(0.0, 0.875, 0.125)"
1463162394398670851,"(0.0, 0.75, 0.25)"
1463162339683975184,"(0.0, 0.8333333333333334, 0.16666666666666666)"
1463162044455268364,"(0.15384615384615385, 0.6923076923076923, 0.15384615384615385)"
1463161748249264140,"(0.0, 0.75, 0.25)"
1463161714095149080,"(0.13333333333333333, 0.6666666666666666, 0.2)"
1463161639096795146,"(0.16666666666666666, 0.5, 0.3333333333333333)"
1463161570138202129,"(0.6428571428571429, 0.23809523809523808, 0.09523809523809523)"
1463161535304544259,"(0.30434782608695654, 0.5652173913043478, 0.13043478260869565)"
1463161188787830786,"(0.25, 0.5208333333333334, 0.1875)"
1463161043329372169,"(0.0, 0.6923076923076923, 0.3076923076923077)"
1463160841113681929,"(0.375, 0.4375, 0.1875)"
1463160827448602639,"(0.0, 0.8, 0.2)"
1463160771186151446,"(0.125, 0.625, 0.25)"
1463160727519252488,"(0.08695652173913043, 0.6956521739130435, 0.21739130434782608)"
1463160524129116163,"(0.2, 0.4, 0.4)"
1463160482534244373,"(0.1111111111111111, 0.6666666666666666, 0.2222222222222222)"
1463160233010905099,"(0.12, 0.56, 0.32)"
1463159934980444167,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463159775156391940,"(0.125, 0.75, 0.125)"
1463159614845997058,"(0.10638297872340426, 0.5957446808510638, 0.2765957446808511)"
1463159605647839251,"(0.1, 0.6, 0.2)"
1463159372540952586,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)"
1463159328173703175,"(0.35294117647058826, 0.17647058823529413, 0.4117647058823529)"
1463159191321907218,"(0.0, 0.4, 0.6)"
1463158994386792460,"(0.2608695652173913, 0.5217391304347826, 0.21739130434782608)"
1463158988158214158,"(0.6285714285714286, 0.2, 0.14285714285714285)"
1463158951692931088,"(0.8478260869565217, 0.06521739130434782, 0.08695652173913043)"
1463158910995554312,"(0.08333333333333333, 0.6666666666666666, 0.25)"
1463158834021777423,"(0.1, 0.7, 0.2)"
1463158629922754569,"(0.08333333333333333, 0.6666666666666666, 0.25)"
1463158546443472901,"(0.35294117647058826, 0.5, 0.14705882352941177)"
1463158453883572241,"(0.0, 0.5714285714285714, 0.42857142857142855)"
1463158318021681171,"(0.041666666666666664, 0.4166666666666667, 0.5)"
1463158233753956353,"(0.17647058823529413, 0.6470588235294118, 0.17647058823529413)"
1463158030036606977,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)"
1463157906677895193,"(0.36363636363636365, 0.45454545454545453, 0.18181818181818182)"
1463157797936324625,"(0.08333333333333333, 0.6666666666666666, 0.25)"
1463157697340076032,"(0.2727272727272727, 0.5454545454545454, 0.18181818181818182)"
1463157634866032650,"(0.34285714285714286, 0.2571428571428571, 0.4)"
1463157618185224194,"(0.23076923076923078, 0.5384615384615384, 0.23076923076923078)"
1463157458227142659,"(0.06521739130434782, 0.6739130434782609, 0.2608695652173913)"
1463157319047553035,"(0.08333333333333333, 0.5, 0.3333333333333333)"
1463156997185015812,"(0.13157894736842105, 0.5526315789473685, 0.2631578947368421)"
1463156924036300811,"(0.0, 0.8, 0.2)"
1463156786354081801,"(0.07142857142857142, 0.5, 0.42857142857142855)"
1463156777206247425,"(0.2222222222222222, 0.6666666666666666, 0.1111111111111111)"
1463156103315955723,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463155828018622469,"(0.1, 0.6, 0.3)"
1463155667104055318,"(0.2, 0.5, 0.3)"
1463155552716877824,"(0.0, 0.375, 0.625)"
1463155516323110928,"(0.25, 0.5, 0.25)"
1463155441244901376,"(0.8157894736842105, 0.05263157894736842, 0.13157894736842105)"
1463154675033808905,"(0.3, 0.5, 0.2)"
1463154118034399238,"(0.12, 0.68, 0.16)"
1463154076636614669,"(0.6363636363636364, 0.2727272727272727, 0.09090909090909091)"
1463154064900993029,"(0.5, 0.25, 0.25)"
1463154057556680705,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)"
1463153966594736128,"(0.2857142857142857, 0.35714285714285715, 0.35714285714285715)"
1463153781219201027,"(0.5660377358490566, 0.32075471698113206, 0.11320754716981132)"
1463153654228295688,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463153646858903554,"(0.2564102564102564, 0.5128205128205128, 0.23076923076923078)"
1463153540390703107,"(0.0, 0.75, 0.25)"
1463153442185039878,"(0.1, 0.8, 0.1)"
1463152794811125771,"(0.0, 0.625, 0.375)"
1463152474370580484,"(0.29411764705882354, 0.5294117647058824, 0.17647058823529413)"
1463152345030795274,"(0.0, 0.6, 0.4)"
1463152226726252563,"(0.25, 0.5, 0.25)"
1463152134057304065,"(0.2727272727272727, 0.45454545454545453, 0.18181818181818182)"
1463152105489899527,"(0.0, 0.5, 0.5)"
1463152072002576393,"(0.11538461538461539, 0.2692307692307692, 0.6153846153846154)"
1463151901000617987,"(0.2702702702702703, 0.6216216216216216, 0.10810810810810811)"
1463151845317173248,"(0.09090909090909091, 0.6363636363636364, 0.2727272727272727)"
1463151766166388743,"(0.6, 0.4, 0.0)"
1463151656699367430,"(0.18518518518518517, 0.5555555555555556, 0.2222222222222222)"
1463151583542198272,"(0.4, 0.5333333333333333, 0.06666666666666667)"
1463151470191149059,"(0.1111111111111111, 0.4444444444444444, 0.4444444444444444)"
1463151249839177731,"(0.0, 0.6923076923076923, 0.23076923076923078)"
1463151181363126282,"(0.16666666666666666, 0.8333333333333334, 0.0)"
1463150926886100992,"(0.0, 1.0, 0.0)"
1463150919378296836,"(0.2222222222222222, 0.6666666666666666, 0.05555555555555555)"
1463150789799686149,"(0.5714285714285714, 0.2857142857142857, 0.14285714285714285)"
1463150591199354881,"(0.0, 0.5, 0.5)"
1463150582009454594,"(0.038461538461538464, 0.6153846153846154, 0.3076923076923077)"
1463150435250970631,"(0.0, 1.0, 0.0)"
1463150355097669633,"(0.625, 0.375, 0.0)"
1463150331597049864,"(0.125, 0.5625, 0.25)"
1463150324739366925,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463150225439158277,"(0.125, 0.5, 0.375)"
1463150210792706057,"(0.125, 0.875, 0.0)"
1463150118425677826,"(0.11627906976744186, 0.6976744186046512, 0.18604651162790697)"
1463150015862484998,"(0.06818181818181818, 0.7272727272727273, 0.20454545454545456)"
1463149929711353863,"(0.3333333333333333, 0.6666666666666666, 0.0)"
1463149851563094018,"(0.7894736842105263, 0.21052631578947367, 0.0)"
1463149841580642307,"(0.14285714285714285, 0.38095238095238093, 0.42857142857142855)"
1463149812006617096,"(0.0, 0.5714285714285714, 0.42857142857142855)"
1463149752158425090,"(0.07692307692307693, 0.38461538461538464, 0.5384615384615384)"
1463149508225744906,"(0.06666666666666667, 0.6, 0.3333333333333333)"
1463149448037502976,"(0.06666666666666667, 0.6, 0.3333333333333333)"
1463149267946672134,"(0.34615384615384615, 0.3076923076923077, 0.3076923076923077)"
1463149140183969796,"(0.14285714285714285, 0.21428571428571427, 0.6428571428571429)"
1463148959086510082,"(0.0, 0.5, 0.5)"
1463148950949482499,"(0.20833333333333334, 0.5833333333333334, 0.20833333333333334)"
1463148903881003008,"(0.125, 0.5, 0.375)"
1463148815167287296,"(0.15555555555555556, 0.6888888888888889, 0.15555555555555556)"
1463148800487219209,"(0.17142857142857143, 0.5714285714285714, 0.2571428571428571)"
1463148639618887682,"(0.2, 0.55, 0.25)"
1463148428884471809,"(0.4166666666666667, 0.4166666666666667, 0.16666666666666666)"
1463148364552306692,"(0.2, 0.6666666666666666, 0.13333333333333333)"
1463148280485797895,"(0.2857142857142857, 0.42857142857142855, 0.2857142857142857)"
1463148196184543239,"(0.16666666666666666, 0.5, 0.3333333333333333)"
1463148122566455302,"(0.21428571428571427, 0.5, 0.2857142857142857)"
1463148034313785353,"(0.15625, 0.5625, 0.28125)"
1463147859982061570,"(0.3333333333333333, 0.5555555555555556, 0.1111111111111111)"
1463147825047298055,"(0.125, 0.5625, 0.3125)"
1463147710542843909,"(0.375, 0.4375, 0.1875)"
1463147698190790661,"(0.42857142857142855, 0.5714285714285714, 0.0)"
1463147694768099329,"(0.6, 0.4, 0.0)"
1463147471920525315,"(0.2, 0.5, 0.3)"
1463147441922842627,"(0.0, 0.75, 0.25)"
1463147421333024771,"(0.0, 0.8181818181818182, 0.18181818181818182)"
1463147133087801350,"(0.19047619047619047, 0.5714285714285714, 0.19047619047619047)"
1463147000057065472,"(0.3125, 0.5625, 0.125)"
1463146955647995906,"(0.6938775510204082, 0.10204081632653061, 0.20408163265306123)"
1463146502017011726,"(0.07692307692307693, 0.8461538461538461, 0.07692307692307693)"
1463146432051875846,"(0.13333333333333333, 0.4, 0.4666666666666667)"
1463146380214476807,"(0.16666666666666666, 0.5555555555555556, 0.2777777777777778)"
1463146244289613829,"(0.16666666666666666, 0.5, 0.3333333333333333)"
1463146200149147648,"(0.0, 0.625, 0.375)"
1463146115872612355,"(0.041666666666666664, 0.875, 0.08333333333333333)"
1463145812829954053,"(0.17391304347826086, 0.5217391304347826, 0.30434782608695654)"
1463145754936020996,"(0.15789473684210525, 0.5263157894736842, 0.3157894736842105)"
1463145513721626625,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)"
1463145430183817219,"(0.0, 0.7777777777777778, 0.2222222222222222)"
1463145300583874562,"(0.5, 0.3333333333333333, 0.16666666666666666)"
1463145240009736195,"(0.0, 0.8571428571428571, 0.14285714285714285)"
1463144663586533377,"(0.0, 0.5555555555555556, 0.4444444444444444)"
1463144627003817993,"(0.2692307692307692, 0.5384615384615384, 0.19230769230769232)"
1463144584696016903,"(0.875, 0.0, 0.125)"
1463144394630914049,"(0.3333333333333333, 0.5, 0.16666666666666666)"
1463144341518491649,"(0.3888888888888889, 0.4444444444444444, 0.16666666666666666)"
1463144138086371329,"(0.2777777777777778, 0.4166666666666667, 0.25)"
1463144098693402626,"(0.3333333333333333, 0.4444444444444444, 0.2222222222222222)"
1463144019614068741,"(0.7333333333333333, 0.26666666666666666, 0.0)"
1463143905893892104,"(0.175, 0.6, 0.225)"
1463143784339087360,"(0.0, 0.75, 0.25)"
1463143424312238087,"(0.05, 0.65, 0.3)"
1463143388367175692,"(0.0, 0.5454545454545454, 0.45454545454545453)"
1463143341063737352,"(0.1111111111111111, 0.5555555555555556, 0.3333333333333333)"
1463143175283822597,"(0.1111111111111111, 0.7777777777777778, 0.1111111111111111)"
1463143168094789643,"(0.4, 0.4, 0.2)"
1463143057310687236,"(0.21052631578947367, 0.5263157894736842, 0.2631578947368421)"
1463142944081252353,"(0.2222222222222222, 0.5555555555555556, 0.1111111111111111)"
1463142921918550025,"(0.2, 0.8, 0.0)"
1463142622407507968,"(0.5, 0.38461538461538464, 0.11538461538461539)"
1463142588190396420,"(0.2727272727272727, 0.5454545454545454, 0.18181818181818182)"
1463142579898228750,"(0.16666666666666666, 0.5555555555555556, 0.2777777777777778)"
1463142547195248646,"(0.25, 0.375, 0.375)"
1463142530145529857,"(0.14285714285714285, 0.2857142857142857, 0.5714285714285714)"
1463142381838950403,"(0.06666666666666667, 0.4666666666666667, 0.4666666666666667)"
1463142326919139329,"(0.0, 0.4444444444444444, 0.5555555555555556)"
1463142210598178819,"(0.5, 0.3, 0.2)"
1463141803918385160,"(0.125, 0.625, 0.25)"
1463141772469551112,"(0.0, 0.5, 0.5)"
1463141722804797441,"(0.16666666666666666, 0.8333333333333334, 0.0)"
1463141640940695553,"(0.2222222222222222, 0.5555555555555556, 0.2222222222222222)"
1463141587882774530,"(0.05555555555555555, 0.7777777777777778, 0.16666666666666666)"
1463141494525612037,"(0.08333333333333333, 0.5833333333333334, 0.2777777777777778)"
1463141218326614022,"(0.018867924528301886, 0.6792452830188679, 0.2641509433962264)"
1463141137477103624,"(0.19230769230769232, 0.46153846153846156, 0.2692307692307692)"
1463140878080307202,"(0.23076923076923078, 0.38461538461538464, 0.38461538461538464)"
1463140816327950337,"(0.25, 0.625, 0.125)"
1463140649625001986,"(0.1, 0.6, 0.3)"
1463140449774813187,"(0.4444444444444444, 0.3333333333333333, 0.2222222222222222)"
1463140364580102148,"(0.23076923076923078, 0.23076923076923078, 0.5384615384615384)"
1463140307667599361,"(0.041666666666666664, 0.6875, 0.25)"
1463140138876235776,"(0.20833333333333334, 0.5833333333333334, 0.20833333333333334)"
1463140131049598978,"(0.1, 0.6, 0.25)"
1463140048585760768,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)"
1463140008106213377,"(0.25, 0.5, 0.25)"
1463139954725244928,"(0.13043478260869565, 0.5217391304347826, 0.34782608695652173)"
1463139876195340294,"(0.16666666666666666, 0.5833333333333334, 0.25)"
1463139871451594756,"(0.0, 0.0, 1.0)"
1463139854305292292,"(0.21428571428571427, 0.5714285714285714, 0.21428571428571427)"
1463139821954551810,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)"
1463139516537995265,"(0.2, 0.6, 0.2)"
1463139398250233860,"(0.125, 0.5, 0.375)"
1463139135326097411,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)"
1463138623617134592,"(0.36363636363636365, 0.45454545454545453, 0.18181818181818182)"
1463138593707560964,"(0.125, 0.625, 0.25)"
1463138473263599628,"(0.09803921568627451, 0.7058823529411765, 0.17647058823529413)"
1463138284217901063,"(0.2692307692307692, 0.5, 0.19230769230769232)"
1463138250168569856,"(0.29411764705882354, 0.47058823529411764, 0.23529411764705882)"
1463138192954372099,"(0.11538461538461539, 0.5961538461538461, 0.2692307692307692)"
1463138128793772034,"(0.08333333333333333, 0.22916666666666666, 0.6666666666666666)"
1463138094123610115,"(0.0, 0.7777777777777778, 0.2222222222222222)"
1463138089514434560,"(0.21875, 0.65625, 0.125)"
1463138022493327365,"(0.0, 0.8823529411764706, 0.11764705882352941)"
1463137844864577539,"(0.5, 0.5, 0.0)"
1463137771334168586,"(0.35294117647058826, 0.35294117647058826, 0.29411764705882354)"
1463137734206246916,"(0.09090909090909091, 0.7272727272727273, 0.18181818181818182)"
1463137642862706691,"(0.8, 0.2, 0.0)"
1463137417389801473,"(0.06666666666666667, 0.6, 0.26666666666666666)"
1463137325014155279,"(0.0, 0.8, 0.2)"
1463137264171577348,"(0.14583333333333334, 0.5208333333333334, 0.3125)"
1463137099608039427,"(0.42857142857142855, 0.2857142857142857, 0.2857142857142857)"
1463136907664101380,"(0.0, 0.75, 0.25)"
1463136838747447299,"(0.3333333333333333, 0.37037037037037035, 0.2962962962962963)"
1463136815280316423,"(0.06382978723404255, 0.7659574468085106, 0.14893617021276595)"
1463136750067662848,"(0.0, 0.8, 0.2)"
1463136641682264066,"(0.1, 0.36666666666666664, 0.5)"
1463136579673673733,"(0.23076923076923078, 0.6923076923076923, 0.07692307692307693)"
1463136546534531087,"(0.21739130434782608, 0.6086956521739131, 0.17391304347826086)"
1463136484559519744,"(0.2, 0.6, 0.2)"
1463136287603367937,"(0.2727272727272727, 0.45454545454545453, 0.2727272727272727)"
1463136207135592452,"(0.125, 0.75, 0.125)"
1463136191083995140,"(0.125, 0.5, 0.375)"
1463136133550776325,"(0.36, 0.34, 0.26)"
1463135924556943368,"(0.0, 0.2857142857142857, 0.7142857142857143)"
1463135793493712896,"(0.0, 0.6, 0.4)"
1463135766125719558,"(0.0, 0.625, 0.375)"
1463135671065800706,"(0.2, 0.6, 0.2)"
1463135527935234055,"(0.0, 0.5, 0.5)"
1463135386595586054,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)"
1463135269138288644,"(0.2222222222222222, 0.5555555555555556, 0.2222222222222222)"
1463135095255334914,"(0.0, 0.6, 0.4)"
1463135074124451844,"(0.0, 0.75, 0.25)"
1463134859870703618,"(0.0, 0.4166666666666667, 0.5833333333333334)"
1463134841445273608,"(0.2982456140350877, 0.3508771929824561, 0.3157894736842105)"
1463134825498300420,"(0.15384615384615385, 0.6153846153846154, 0.23076923076923078)"
1463134757093474310,"(0.09090909090909091, 0.5454545454545454, 0.2727272727272727)"
1463134668682043394,"(0.3, 0.5, 0.2)"
1463134610011811849,"(0.0, 1.0, 0.0)"
1463134595566628874,"(0.0, 0.7647058823529411, 0.23529411764705882)"
1463134403559784448,"(0.0, 0.8181818181818182, 0.18181818181818182)"
1463134310467129345,"(0.0, 1.0, 0.0)"
1463134182490599425,"(0.2, 0.2, 0.6)"
1463134063636533249,"(0.15, 0.65, 0.2)"
1463133984284557315,"(0.23333333333333334, 0.06666666666666667, 0.7)"
1463133977313644559,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463133904228032514,"(0.14285714285714285, 0.7142857142857143, 0.14285714285714285)"
1463133840038318080,"(0.047619047619047616, 0.7142857142857143, 0.19047619047619047)"
1463133763974533124,"(0.3076923076923077, 0.23076923076923078, 0.46153846153846156)"
1463133669581680642,"(0.13333333333333333, 0.6, 0.26666666666666666)"
1463133573741834242,"(0.0, 0.6, 0.4)"
